,Unnamed: 0,s3ic_id,rubrique,alinea,regime,activite,date_autorisation,date_mise_en_service,last_substantial_modif_date,state,rubrique_acte,alinea_acte,regime_acte,volume,unit
137171,582729,0064.07681,1185,2-a,D,Quantité susceptible d'être présente,2020-06-29,,,En fonctionnement,1185,2-a,D,562.000,kg
137174,582734,0502.00825,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2014-07-22,2012-04-02,2014-07-22,En fonctionnement,3660,b,A,5600.000,u
137181,582758,0064.09760,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2018-06-20,2012-07-09,2012-07-09,En fonctionnement,2718,1,A,35.000,t
137210,582875,0562.01701,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2003-06-30,,,En fonctionnement,2101,2-d,D,100.000,u
137212,582898,0064.05070,2925,,NC,Charge d'accumulateurs,2016-05-02,,,En fonctionnement,2925,#,D,10.200,kW
137234,582969,0064.01416,2915,1,NC,Chauffage (procédé de) fluide caloporteur organique combustible,2002-07-23,2002-07-23,2002-07-23,En fonctionnement,2925,#,D,14.000,kW
137236,582977,0064.01416,2661,1-a,A,"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)",2002-07-23,2002-07-23,2002-07-23,En fonctionnement,2661,1-a,A,91.500,t/j
137243,583004,0064.00048,2915,2,D,Chauffage (procédé de) fluide caloporteur organique combustible,2016-05-18,,2016-05-18,En fonctionnement,2915,2,D,3000.000,L
137244,583006,0064.07681,2567,,NC,"Galvanisation, étamage de métaux",2020-06-29,2020-06-29,,En fonctionnement,2567,,NC,10.500,L
137265,583075,0064.00976,2712,1,E,"Stockage, dépollution, démontage,… de VHU",1996-10-03,1996-10-03,1996-10-03,En fonctionnement,286,#,A,29000.000,m2
137269,583099,0070.00636,2940,1-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2016-09-27,1814-11-23,2016-09-27,En fonctionnement,2940,1-a,A,3950.000,L
137270,583100,0070.00636,47xx,,NC,,,2016-09-27,2016-09-27,En fonctionnement,47xx,,NC,,
137271,583108,0070.00636,2561,,D,"Trempé recuit, revenu des métaux et alliages",2016-09-27,2016-09-27,2016-09-27,En fonctionnement,2561,#,D,50.000,
137272,583109,0070.00636,2563,2,D,"Supérieure à 500 l, mais inférieure ou égale à 7500 l",2016-09-27,2016-09-27,2016-09-27,En fonctionnement,2563,2,D,4.410,L
137273,583110,0070.00636,2567,1,NC,"Procédés par immersion dans métal fondu, le volume des cuves ",2016-09-27,1814-11-23,2016-09-27,En fonctionnement,2567,#,A,51.300,
137274,583111,0070.00636,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2016-09-27,1814-11-23,2016-09-27,En fonctionnement,2921,b,D,2494.000,kW
137275,583112,0070.00636,2940,1-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2016-09-27,1814-11-23,2016-09-27,En fonctionnement,2940,2-a,A,2664.000,kg/j
137284,583143,0070.00636,1185,2-a,D,Quantité susceptible d'être présente,2016-09-27,2016-09-27,2016-09-27,En fonctionnement,1185,2-a,D,935.000,kg
137286,583155,0064.01056,2915,1-a,E,Chauffage (procédé de) fluide caloporteur organique combustible,1814-11-23,1814-11-23,,En fonctionnement,2915,1-a,A,53000.000,L
137296,583175,0051.04381,2910,A-2,D,Combustion,2009-11-16,2009-11-16,2003-11-19,En fonctionnement,2910,A-2,D,2.500,MW
137299,583205,0070.00951,3550,,A,stockage temporaire de déchets,2019-10-21,,2019-10-21,En fonctionnement,3550,,A,15417.000,t
137300,583206,0070.00951,3532,,A,Valorisation de déchets non dangereux,2019-10-21,,2019-10-21,En fonctionnement,3532,,A,2300.000,t/j
137301,583207,0070.00951,3520,a,A,pour les déchets non dangereux,2019-10-21,,2019-10-21,En fonctionnement,3520,a,A,480.000,T/H
137302,583208,0070.00951,2790,,A,Traitement de déchets dangereux,2019-10-21,1974-09-25,2019-10-21,En fonctionnement,2790,1b,A,0.000,
137303,583209,0070.00951,3520,b,A,pour les déchets dangereux,2019-10-21,,2019-10-21,En fonctionnement,3520,b,A,480.000,t/j
137304,583210,0070.00951,2770,,A,Traitement thermique de déchets dangereux,2019-10-21,1974-09-25,2019-10-21,En fonctionnement,2770,2,A,0.000,
137305,583211,0070.00951,3531,,A,Elimination de déchets non dangereux,2019-10-21,,2019-10-21,En fonctionnement,3531,,A,2300.000,t/j
137306,583212,0070.00951,2771,,A,Traitement thermique de déchets non dangereux,2019-10-21,1974-09-25,2019-10-21,En fonctionnement,2771,#,A,0.000,
137307,583213,0070.00951,2770,,A,Traitement thermique de déchets dangereux,2019-10-21,,2019-10-21,En fonctionnement,2770,1-a,unknown,4399.780,
137308,583214,0070.00951,2790,,A,Traitement de déchets dangereux,2019-10-21,1974-09-25,2019-10-21,En fonctionnement,2790,2,A,0.000,
137309,583215,0070.00951,3510,,A,Traitement de déchets dangereux,2019-10-21,,2019-10-21,En fonctionnement,3510,,A,2300.000,t/j
137313,583241,0070.00951,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2019-10-21,1974-09-25,2019-10-21,En fonctionnement,2718,1,A,63000.000,t
137314,583242,0070.00951,1450,1,A,Solides inflammables,2019-10-21,1974-09-25,2019-10-21,En fonctionnement,1450,2-a,A,257.000,t
137315,583246,0070.00951,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2019-10-21,,2019-10-21,En fonctionnement,1630,#,NC,57.900,t
137316,583247,0070.00951,4110,,NC,Toxicité aiguë catégorie 1,2019-10-21,,2019-10-21,En fonctionnement,4110,,NC,0.000,
137317,583248,0070.00951,4001,,A,Installations présentant un grand nombre de substances,2019-10-21,,2019-10-21,En fonctionnement,4001,,A,0.000,
137318,583249,0070.00951,4120,,NC,Toxicité aiguë catégorie 2,2019-10-21,,2019-10-21,En fonctionnement,4120,,NC,0.000,t
137319,583250,0070.00951,4140,,NC,Toxicité aiguë catégorie 3 / orale,2019-10-21,,2019-10-21,En fonctionnement,4140,,NC,0.000,
137320,583251,0070.00951,2910,A-2,D,Combustion,2019-10-21,1974-09-25,2019-10-21,En fonctionnement,2910,A-2,D,1200.000,MW
137321,583252,0070.00951,1435,Nota,NC,Stations-service,2019-10-21,,2019-10-21,En fonctionnement,1435,Nota,NC,500.000,
137329,583265,0064.01416,2663,1-a,E,Stockage de pneumatiques alvéolaires ou expansés,2002-07-23,2002-07-23,2002-07-23,En fonctionnement,2663,2-a,A,50000.000,m3
137332,583273,0064.01416,2662,1,E,Stockage de polymères enregistré,2002-07-23,2002-07-23,2002-07-23,En fonctionnement,2662,a,A,1200.000,m3
137348,583314,0051.08062,2980,1,A,Eoliennes de + de 50 m,2013-08-20,,2013-08-20,En fonctionnement,2980,1,A,8.000,MW
137381,583424,0070.00762,4120,2-b,D,Toxicité aiguë catégorie 2,2020-08-17,,,En fonctionnement,4120,2-b,D,1.500,t
137382,583430,0051.07676,2980,1,A,Eoliennes de + de 50 m,2012-12-28,,2012-12-28,En fonctionnement,2980,1,A,12.000,MW
137384,583436,0070.00762,4150,1,A,Toxicité spécifique pour certains organes cibles (STOT),2020-08-17,,,En fonctionnement,4150,1,A,150.000,t
137385,583437,0070.00762,4331,1,A,Liquides inflammables de catégorie 2 ou catégorie 3,2020-08-17,,,En fonctionnement,4331,1,A,4570.000,t
137386,583438,0070.00762,4421,1,A,Peroxydes organiques type C ou type D,2020-08-17,,,En fonctionnement,4421,1,A,7.000,t
137387,583439,0070.00762,4510,1,A,Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1,2020-08-17,,,En fonctionnement,4510,1,A,250.000,t
137401,583518,0070.00762,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2020-08-17,,,En fonctionnement,1630,,NC,5.000,t
137402,583519,0070.00762,2560,,NC,Travail mécanique des métaux et alliages,2020-08-17,,,En fonctionnement,2560,,NC,91.000,kW
137403,583520,0070.00762,2930,1,NC,Ateliers de réparation et entretien de véhicules à moteur,2020-08-17,,,En fonctionnement,2930,1,NC,1999.000,m2
137404,583561,0070.00762,4130,1-a,A,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2020-08-17,,,En fonctionnement,4130,1-a,A,100.000,t
137405,583562,0070.00762,4130,2-a,A,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,2020-08-17,,,En fonctionnement,4130,2-a,A,150.000,t
137414,583639,0070.01121,1414,3,D,Gaz inflammables liquéfiés (remplissage ou distribution),2016-01-27,1997-09-05,2020-10-16,En fonctionnement,1414,3,D,0.000,
137418,583651,0070.01608,3230,b,A,opérations de forgeage,2003-02-14,2003-02-14,2003-02-14,En fonctionnement,2560,1,A,1382.000,kW
137439,583740,0051.04246,2567,1-a,A,Supérieur à 1000 l,1814-11-23,1985-07-08,,En fonctionnement,289,2,unknown,0.000,
137448,583778,0063.01822,3240,,A,Exploitation de fonderies de métaux ferreux,2018-06-14,2016-03-24,2018-06-14,En fonctionnement,3240,,A,192.000,t/j
137450,583781,0063.01822,2560,2,D,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",2018-06-14,2016-03-24,2018-06-14,En fonctionnement,2560,B-2,D,210.000,kW
137451,583782,0063.01822,2575,,D,Emploi de matières abrasives,2018-06-14,2016-03-24,2018-06-14,En fonctionnement,2575,#,D,113.000,kW
137453,583785,0572.01322,1530,2,D,"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510",2020-05-08,,2020-05-08,En fonctionnement,1530,3,D,3300.000,m3
137458,583809,0051.01753,2101,2-a,A,"Bovins (élevage, vente, transit,  etc)",2013-02-01,2014-09-13,2013-02-01,En fonctionnement,2101,2-a,A,500.000,u
137463,583826,0051.06541,2510,1,A,Carrières (exploitation de),2011-08-19,2011-08-19,,En fonctionnement,2510,1,A,77619.000,t/an
137465,583862,0572.02330,47xx,,NC,,,,2001-08-27,En fonctionnement,47xx,,NC,,
137501,583992,0063.04685,2940,2-a,E,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2000-02-25,2000-02-25,2000-02-25,En fonctionnement,2940,2-a,A,450.000,kg/j
137519,584034,0063.01822,2940,1-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2018-06-14,2016-03-24,2018-06-14,En fonctionnement,2940,1-b,D,900.000,L
137537,584076,0063.01138,2716,2,D,déchets non dangereux non inertes (transit),2017-06-29,2017-06-29,,En fonctionnement,2716,2,D,700.000,m3
137539,584078,0063.05279,1510,2-c,D,Entrepot déclaré,2007-09-17,2007-09-17,2007-09-17,En fonctionnement,1510,2,D,43990.000,m3
137540,584079,0063.10435,1510,2-a,A,Entrepot autorisé,2019-01-22,,2019-01-22,En fonctionnement,1510,1,A,593100.000,m3
137559,584128,0063.10435,2662,1,E,Stockage de polymères enregistré,2019-01-22,,2019-01-22,En fonctionnement,2662,1,A,110760.000,m3
137579,584199,0070.00753,1432,2-b,D,Liquides inflammables (stockage),2012-10-25,,,En fonctionnement,1432,2-b,D,14.400,m3
137586,584220,0549.02651,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",1999-04-14,,1999-04-14,En fonctionnement,2101,2-b,D,78.000,u
137587,584229,0544.01396,2101,2-c,D,"Bovins (élevage, vente, transit,  etc)",2013-08-18,,2013-08-18,En fonctionnement,2101,2-d,D,100.000,u
137598,584311,0063.10435,2663,2-a,E,Stockage de pneumatiques,2019-01-22,,2019-01-22,En fonctionnement,2663,2-a,A,110760.000,m3
137622,584496,0063.10435,2714,1,E,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",2019-01-22,,2019-01-22,En fonctionnement,2714,1,E,1150.000,m3
137623,584533,0070.02364,2910,,NC,Installation de combustion,1814-11-23,1997-03-04,,En fonctionnement,2910,#,NC,350.000,kW
137638,584599,0070.01608,2565,2-a,E,Traitement de surface,2003-02-14,2003-02-14,2003-02-14,En fonctionnement,2565,2-a,A,2000.000,L
137643,584617,0063.10435,4331,2,E,Liquides inflammables de catégorie 2 ou catégorie 3,2019-01-22,,2019-01-22,En fonctionnement,4331,2,E,537.000,t
137649,584637,0070.01815,1520,2,D,"Houille, coke,etc (dépôt)",2015-02-26,2005-07-11,2005-07-11,En fonctionnement,1520,2,D,400.000,t
137650,584638,0070.01815,2517,1,E,Produits minéraux ou déchets non dangereux inertes (transit),2015-02-26,2005-07-11,2005-07-11,En fonctionnement,2517,2,E,29000.000,m2
137656,584646,0063.01138,47xx,,NC,,,2017-06-29,,En fonctionnement,47xx,,NC,,
137657,584649,0063.01138,3531,,A,Elimination de déchets non dangereux,2017-06-29,2017-06-29,,En fonctionnement,3531,,A,140.000,t/j
137690,584750,0063.01138,2718,1,A,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),2017-06-29,2017-06-29,,En fonctionnement,2718,1,A,600.000,t
137694,584762,0063.01138,2713,2,D,Métaux et déchets de métaux (transit),2017-06-29,2017-06-29,,En fonctionnement,2713,2,D,200.000,m2
137698,584770,0063.10435,1436,2,D,Liquides combustibles de point éclair compris entre 60° C et 93° C (stockage ou emploi de),2019-01-22,,2019-01-22,En fonctionnement,1436,2,D,537.000,t
137701,584779,0063.01138,2791,1,A,Déchets non dangereux (traitement),2017-06-29,2017-06-29,,En fonctionnement,2791,1,A,149.000,t/j
137725,584859,0063.03550,2450,A-a,A,Imprimeries ou reproduction graphique utilisant une forme imprimante,2011-12-15,1999-09-22,2011-12-15,En fonctionnement,2450,1,A,2.000,
137730,584891,0051.02581,2940,2-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2007-07-19,1997-04-07,2007-07-19,En fonctionnement,2940,2-b,D,100.000,kg/j
137749,584988,0062.01931,2940,3-b,D,"Vernis, peinture, colle, ... (application, cuisson, séchage)",2000-07-26,2000-07-26,,En fonctionnement,2940,3-b,D,180.000,kg/j
137758,585007,0063.10435,47xx,,NC,,,,2019-01-22,En fonctionnement,47xx,,NC,,
137766,585049,0062.07160,3540,1,A,Installation de stockage de déchets de plus de 25 000 t de capacité,2014-04-03,,2014-04-03,En fonctionnement,3540,,A,301.000,t/j
137773,585097,0062.04163,2518,b,D,Installation de production de béton prêt à l'emploi,2013-12-20,,2013-12-20,En fonctionnement,2518,b,D,3.000,m3
137776,585105,0544.01422,3642,1,A,Production d'aliments à partir de matières premières animales,2013-05-30,2013-05-30,2013-05-30,En fonctionnement,3642,1,A,132.000,t/j
137780,585112,0585.03010,2210,1,A,Abattoirs fixes de capacité > à 5 t/j,1996-07-29,,1996-07-29,En fonctionnement,2210,1,A,10.000,t/j
137782,585118,0572.00819,3660,b,A,avec plus de 2 000 emplacements pour les porcs de production (de plus de 30 kg),2018-08-06,,2018-08-06,En fonctionnement,2102,1,A,4166.000,
137798,585148,0549.01319,2102,1,E,Elevage de porcs de plus de 450 animaux-équivalents,2017-02-17,,,En fonctionnement,2102,2-a,E,1189.000,u éq.
137807,585193,0585.03605,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-04,,2013-10-04,En fonctionnement,2111,1,A,44465.000,
137813,585203,0585.01517,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-04,,2013-10-04,En fonctionnement,2111,1,A,170400.000,
137815,585206,0051.02581,1200,2-b,A,"Comburants (fabrication, emploi, stockage)",2007-07-19,,2007-07-19,En fonctionnement,1200,2-b,A,62.000,t
137820,585238,0544.00388,3660,a,A,avec plus de 40 000 emplacements pour les volailles,1994-10-24,,1994-10-24,En fonctionnement,2111,1,A,90000.000,u éq.
137823,585255,0064.01001,47xx,,NC,,,,2016-04-26,En fonctionnement,47xx,,NC,,
137844,585361,0064.13477,2760,3,E,Installation de stockage de déchets inertes,2019-03-21,,2019-03-21,En fonctionnement,2760,3,E,10000.000,
137848,585389,0064.13558,2930,1-a,E,Ateliers de réparation et entretien de véhicules à moteur,2019-06-24,,,En fonctionnement,2930,1-a,E,32000.000,m2
137852,585405,0064.10579,2510,1,A,Carrières (exploitation de),2019-07-08,,2015-10-28,En fonctionnement,2510,1,A,57000.000,
137854,585413,0064.13800,2510,1,A,Carrières (exploitation de),2020-04-23,,,En fonctionnement,2510,1,A,5400.000,
137856,585439,0064.10001,1131,#,NC,Toxiques (emploi ou stockage),2012-02-13,2010-12-28,2012-02-13,En fonctionnement,1131,#,NC,100.000,kg
137857,585440,0064.10001,1172,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TRES TOXIQUES (STOCKAGE ET EMPLOI),2012-02-13,2010-12-28,2012-02-13,En fonctionnement,1172,#,NC,800.000,kg
137858,585441,0064.10001,1173,#,NC,DANGEREUX POUR L'ENVIRONNEMENT - TOXIQUES (STOCKAGE ET EMPLOI),2012-02-13,2010-12-28,2012-02-13,En fonctionnement,1173,#,NC,500.000,kg
137859,585442,0064.10001,1412,#,NC,Gaz inflammables liquéfiés (stockage),2012-02-13,2010-12-28,2012-02-13,En fonctionnement,1412,#,NC,50.000,kg
137860,585443,0064.10001,1630,,NC,Emploi ou stockage de lessives de soude ou de potasse caustique,2012-02-13,2010-12-28,2012-02-13,En fonctionnement,1630,#,NC,1000.000,kg
137861,585444,0064.10001,2340,1,E,"Blanchisseries, laveries de linge",2012-02-13,2010-12-28,2012-02-13,En fonctionnement,2340,1,E,17.000,t/j
137878,585569,0064.10001,2220,2-b,D,"Supérieure à 2 t/j, mais inférieure ou égale à 10 t/j",2012-02-13,2010-12-28,2012-02-13,En fonctionnement,2220,2,D,3.900,t/j
137921,585689,0062.01724,2170,2,D,Engrais et supports de culture (fabrication) à partir de matières organiques,2003-05-15,2003-05-15,,En fonctionnement,2170,2,D,0.000,t/j
137951,585800,0064.10001,2925,1,D,Charge d'accumulateurs dégageant de l'hydrogène,2012-02-13,2010-12-28,2012-02-13,En fonctionnement,2925,#,D,35.000,kW
137998,586000,0585.01562,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-04,,2013-10-04,En fonctionnement,3660,a,A,56160.000,u
137999,586001,0585.03939,3660,a,A,avec plus de 40 000 emplacements pour les volailles,2013-10-04,,2013-10-04,En fonctionnement,3660,a,A,97197.000,u
138027,586171,0585.03010,2221,2,D,"Supérieure à 500 kg/j, mais inférieure ou égale à 4 t/j",1996-07-29,,1996-07-29,En fonctionnement,2221,B-2,D,1.800,t/j
138028,586173,0585.03010,2920,2-b,D,Réfrigération ou compression (installation de) pression >10E5 Pa,1996-07-29,,1996-07-29,En fonctionnement,2920,2-b,D,150.000,kW
138029,586181,0064.11406,2221,1,E,Supérieure à 4t/j,2010-04-22,,,En fonctionnement,2221,B-1,E,2.100,t/j
138036,586243,0063.03226,3610,c,A,panneaux,2003-05-05,2003-05-05,,En fonctionnement,2410,1,A,1730.000,kW
138040,586259,0064.08040,2260,,NC,"Broyage, concassage, criblage ... des substances végétales et produits organiques naturels",2008-10-07,2008-10-07,2018-08-07,En fonctionnement,2260,#,NC,99.000,
138042,586266,0064.10001,1432,,NC,Liquides inflammables (stockage),2012-02-13,2010-12-28,2012-02-13,En fonctionnement,1432,#,NC,1.400,m3
138044,586274,0063.04108,47xx,,NC,,,2013-02-01,2016-08-01,En fonctionnement,47xx,,NC,,
138061,586359,0063.08843,4330,,NC,Liquides inflammables de catégorie 1,2016-08-03,,2016-08-03,En fonctionnement,4330,,NC,0.010,t
138075,586426,0063.00995,2551,1,A,Fonderie (fabrication produits moulés) métaux et alliages ferreux,1987-11-26,2006-07-10,1987-11-26,En fonctionnement,2551,1,A,350.000,t/j
138085,586478,0071.00248,1510,2-b,E,Entrepot enregistré,2014-08-06,,,En fonctionnement,1510,2,E,287000.000,m3
138087,586488,0071.00248,1511,2,D,Entrepôts frigorifiques,2014-08-06,,,En fonctionnement,1511,3,D,30000.000,m3
138090,586499,0063.05530,47xx,,NC,,,2010-01-28,,En fonctionnement,47xx,,NC,,
138093,586505,0063.05530,2921,b,D,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,2018-01-26,2010-01-28,,En fonctionnement,2921,b,D,2201.000,kW
138120,586640,0063.10831,2713,1,E,Métaux et déchets de métaux (transit),2019-11-19,2020-01-01,,En fonctionnement,2713,1,E,4250.000,m2
138121,586642,0063.10831,2791,2,D,Déchets non dangereux (traitement),2019-11-19,2020-01-01,,En fonctionnement,2791,2,D,9.000,t/j
138127,586657,0572.02321,2111,1,E,Elevages de plus de 30 000 volailles,2016-10-25,2016-10-25,2016-10-25,En fonctionnement,2111,2,E,31200.000,u
138135,586694,0061.02805,2515,1-b,D,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2020-01-09,,,En fonctionnement,2515,1-b,D,77.000,kW
138144,586739,0061.03309,47xx,,NC,,,,2016-08-19,En fonctionnement,47xx,,NC,,
138145,586740,0063.01697,2410,2,D,"Supérieure à 50 kW, mais inférieure ou égale à 250 kW",2020-12-03,1995-11-22,1995-11-22,En fonctionnement,2410,2,D,122.000,kW
138161,586786,0063.02191,2415,1,A,Mise en oeuvre de produits de préservation du bois et dérivés,1814-11-23,2010-12-14,2010-12-14,En fonctionnement,2415,1,A,0.000,L
138178,586831,0063.04108,1510,2-c,D,Entrepot déclaré,2016-08-01,2013-02-01,2016-08-01,En fonctionnement,1510,3,D,15500.000,m3
138181,586846,0061.01590,2515,1-a,E,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",2016-04-22,,,En fonctionnement,2515,1-b,E,530.000,kW
